ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
1962;Orvosi;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material;373;James Watson;James Watson;James Dewey Watson;férfi;;1928-04-06;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1962;Kémiai;for their studies of the structures of globular proteins;227;John C. Kendrew;John C. Kendrew;John Cowdery Kendrew;férfi;;1917-03-24;Európa;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
1962;Irodalmi;for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception;634;John Steinbeck;John Steinbeck;John Steinbeck;férfi;;1902-02-27;Észak-Amerika;;;;Személy;;;;
1962;Fizikai;for his pioneering theories for condensed matter, especially liquid helium;77;Lev Landau;Lev Landau;Lev Davidovich Landau;férfi;;1908-01-22;Ázsia;;;;Személy;Academy of Sciences, Moscow, USSR (now Russia);;;
1962;Béke;for his fight against the nuclear arms race between East and West;217;Linus Pauling;Linus Pauling;Linus Carl Pauling;férfi;;1901-02-28;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1962;Orvosi;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material;374;Maurice Wilkins;Maurice Wilkins;Maurice Hugh Frederick Wilkins;férfi;;1916-12-15;Óceánia;;;;Személy;London University, London, United Kingdom;;;
1962;Kémiai;for their studies of the structures of globular proteins;226;Max F. Perutz;Max F. Perutz;Max Ferdinand Perutz;férfi;;1914-05-19;Európa;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
1963;Orvosi;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;376;Alan Hodgkin;Alan Hodgkin;Alan Lloyd Hodgkin;férfi;;1914-02-05;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1963;Orvosi;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;377;Andrew Huxley;Andrew Huxley;Andrew Fielding Huxley;férfi;;1917-11-22;Európa;;;;Személy;University College, London, United Kingdom;;;
1963;Fizikai;for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles;78;Eugene Wigner;Eugene Wigner;Eugene Paul Wigner;férfi;;1902-11-17;Európa;;;;Személy;Princeton University, Princeton, NJ, USA;;;
1963;Irodalmi;for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture;635;Giorgos Seferis;Giorgos Seferis;Giorgos Seferis;férfi;;1900-03-13;Ázsia;;;;Személy;;;;
1963;Kémiai;for their discoveries in the field of the chemistry and technology of high polymers;229;Giulio Natta;Giulio Natta;Giulio Natta;férfi;;1903-02-26;Európa;;;;Személy;Institute of Technology, Milan, Italy;;;
1963;Fizikai;for their discoveries concerning nuclear shell structure;80;J. Hans D. Jensen;J. Hans D. Jensen;J. Hans D. Jensen;férfi;;1907-06-25;Európa;;;;Személy;University of Heidelberg, Heidelberg, Germany;;;
1963;Kémiai;for their discoveries in the field of the chemistry and technology of high polymers;228;Karl Ziegler;Karl Ziegler;Karl Ziegler;férfi;;1898-11-26;Európa;;;;Személy;Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research), Mülheim/Ruhr, Germany;;;
1963;Béke;for promoting the principles of the Geneva Convention and cooperation with the UN;523;League of Red Cross Societies;;;;;;;League of Red Cross Societies;;1919;Szervezet;;;;
1963;Fizikai;for their discoveries concerning nuclear shell structure;79;Maria Goeppert Mayer;Maria Goeppert Mayer;Maria Goeppert Mayer;nő;;1906-06-28;Európa;;;;Személy;University of California, San Diego, CA, USA;;;
1963;Orvosi;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane;375;Sir John Eccles;Sir John Eccles;Sir John Carew Eccles;férfi;;1903-01-27;Óceánia;;;;Személy;Australian National University, Canberra, Australia;;;
1963;Béke;for promoting the principles of the Geneva Convention and cooperation with the UN;482;International Committee of the Red Cross;;;;;;;International Committee of the Red Cross;;1863;Szervezet;;;;
1964;Fizikai;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle;83;Aleksandr M. Prokhorov;Aleksandr M. Prokhorov;Aleksandr Mikhailovich Prokhorov;férfi;;1916-07-11;Óceánia;;;;Személy;P.N. Lebedev Physical Institute, Moscow, USSR (now Russia);;;
1964;Fizikai;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle;81;Charles H. Townes;Charles H. Townes;Charles Hard Townes;férfi;;1915-07-28;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1964;Kémiai;for her determinations by X-ray techniques of the structures of important biochemical substances;230;Dorothy Crowfoot Hodgkin;Dorothy Crowfoot Hodgkin;Dorothy Crowfoot Hodgkin;nő;;1910-05-12;Afrika;;;;Személy;University of Oxford, Royal Society, Oxford, United Kingdom;;;
1964;Orvosi;for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism;379;Feodor Lynen;Feodor Lynen;Feodor Lynen;férfi;;1911-04-06;Európa;;;;Személy;Max-Planck-Institut für Zellchemie, Munich, Germany;;;
1964;Irodalmi;for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age;637;Jean-Paul Sartre;Jean-Paul Sartre;Jean-Paul Sartre;férfi;;1905-06-21;Európa;;;;Személy;;;;
1964;Orvosi;for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism;378;Konrad Bloch;Konrad Bloch;Konrad Bloch;férfi;;1912-01-21;Európa;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1964;Béke;for his non-violent struggle for civil rights for the Afro-American population;524;Martin Luther King Jr.;Martin Luther King Jr.;Martin Luther King Jr.;férfi;;1929-01-15;Észak-Amerika;;;;Személy;;;;
1964;Fizikai;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle;82;Nicolay G. Basov;Nicolay G. Basov;Nicolay Gennadiyevich Basov;férfi;;1922-12-14;Európa;;;;Személy;P.N. Lebedev Physical Institute, Moscow, USSR (now Russia);;;
1965;Orvosi;for their discoveries concerning genetic control of enzyme and virus synthesis;381;André Lwoff;André Lwoff;André Lwoff;férfi;;1902-05-08;Európa;;;;Személy;Institut Pasteur, Paris, France;;;
1965;Orvosi;for their discoveries concerning genetic control of enzyme and virus synthesis;380;François Jacob;François Jacob;François Jacob;férfi;;1920-06-17;Európa;;;;Személy;Institut Pasteur, Paris, France;;;
1965;Orvosi;for their discoveries concerning genetic control of enzyme and virus synthesis;382;Jacques Monod;Jacques Monod;Jacques Monod;férfi;;1910-02-09;Európa;;;;Személy;Institut Pasteur, Paris, France;;;
1965;Fizikai;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;85;Julian Schwinger;Julian Schwinger;Julian Schwinger;férfi;;1918-02-12;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1965;Irodalmi;for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people;638;Mikhail Sholokhov;Mikhail Sholokhov;Mikhail Aleksandrovich Sholokhov;férfi;;1905-05-24;Európa;;;;Személy;;;;
1965;Fizikai;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;86;Richard P. Feynman;Richard P. Feynman;Richard P. Feynman;férfi;;1918-05-11;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1965;Kémiai;for his outstanding achievements in the art of organic synthesis;231;Robert B. Woodward;Robert B. Woodward;Robert Burns Woodward;férfi;;1917-04-10;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1965;Fizikai;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;84;Sin-Itiro Tomonaga;Sin-Itiro Tomonaga;Sin-Itiro Tomonaga;férfi;;1906-03-31;Ázsia;;;;Személy;Tokyo University of Education, Tokyo, Japan;;;
1965;Béke;for its effort to enhance solidarity between nations and reduce the difference between rich and poor states;525;United Nations Children's Fund;;;;;;;United Nations Children's Fund;UNICEF;1946;Szervezet;;;;
1966;Fizikai;for the discovery and development of optical methods for studying Hertzian resonances in atoms;87;Alfred Kastler;Alfred Kastler;Alfred Kastler;férfi;;1902-05-03;Európa;;;;Személy;École Normale Supérieure, Paris, France;;;
1966;Orvosi;for his discoveries concerning hormonal treatment of prostatic cancer;384;Charles B. Huggins;Charles B. Huggins;Charles Brenton Huggins;férfi;;1901-09-22;Észak-Amerika;;;;Személy;University of Chicago, Ben May Laboratory for Cancer Research, Chicago, IL, USA;;;
1966;Irodalmi;for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength ;640;Nelly Sachs;Nelly Sachs;Nelly Sachs;nő;;1891-12-10;Európa;;;;Személy;;;;
1966;Orvosi;for his discovery of tumour-inducing viruses;383;Peyton Rous;Peyton Rous;Peyton Rous;férfi;;1879-10-05;Észak-Amerika;;;;Személy;Rockefeller University, New York, NY, USA;;;
1966;Kémiai;for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method;232;Robert S. Mulliken;Robert S. Mulliken;Robert S. Mulliken;férfi;;1896-06-07;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1966;Irodalmi;for his profoundly characteristic narrative art with motifs from the life of the Jewish people;639;Shmuel Agnon;Shmuel Agnon;Shmuel Yosef Agnon;férfi;;1888-07-17;Európa;;;;Személy;;;;
1967;Kémiai;for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy;235;George Porter;George Porter;George Porter;férfi;;1920-12-06;Európa;;;;Személy;Royal Institution of Great Britain, London, United Kingdom;;;
1967;Orvosi;for their discoveries concerning the primary physiological and chemical visual processes in the eye;387;George Wald;George Wald;George Wald;férfi;;1906-11-18;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1967;Fizikai;for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars;88;Hans Bethe;Hans Bethe;Hans Albrecht Bethe;férfi;;1906-07-02;Európa;;;;Személy;Cornell University, Ithaca, NY, USA;;;
1967;Orvosi;for their discoveries concerning the primary physiological and chemical visual processes in the eye;386;Keffer Hartline;Keffer Hartline;Haldan Keffer Hartline;férfi;;1903-12-22;Észak-Amerika;;;;Személy;Rockefeller University, New York, NY, USA;;;
1967;Kémiai;for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy;233;Manfred Eigen;Manfred Eigen;Manfred Eigen;férfi;;1927-05-09;Európa;;;;Személy;Max-Planck-Institut für Physikalische Chemie, Göttingen, Germany;;;
1967;Irodalmi;for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America;641;Miguel Angel Asturias;Miguel Angel Asturias;Miguel Angel Asturias;férfi;;1899-10-19;Észak-Amerika;;;;Személy;;;;
1967;Orvosi;for their discoveries concerning the primary physiological and chemical visual processes in the eye;385;Ragnar Granit;Ragnar Granit;Ragnar Granit;férfi;;1900-10-30;Európa;;;;Személy;Karolinska Institutet, Stockholm, Sweden;;;
1967;Kémiai;for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy;234;Ronald G.W. Norrish;Ronald G.W. Norrish;Ronald George Wreyford Norrish;férfi;;1897-11-09;Európa;;;;Személy;Institute of Physical Chemistry, Cambridge, United Kingdom;;;
1968;Orvosi;for their interpretation of the genetic code and its function in protein synthesis;389;H. Gobind Khorana;H. Gobind Khorana;Har Gobind Khorana;férfi;;1922-01-09;Ázsia;;;;Személy;University of Wisconsin, Madison, WI, USA;;;
1968;Kémiai;for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes;236;Lars Onsager;Lars Onsager;Lars Onsager;férfi;;1903-11-27;Európa;;;;Személy;Yale University, New Haven, CT, USA;;;
1968;Fizikai;for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis;89;Luis Alvarez;Luis Alvarez;Luis Walter Alvarez;férfi;;1911-06-13;Észak-Amerika;;;;Személy;University of California, Berkeley, CA, USA;;;
1968;Orvosi;for their interpretation of the genetic code and its function in protein synthesis;390;Marshall W. Nirenberg;Marshall W. Nirenberg;Marshall W. Nirenberg;férfi;;1927-04-10;Észak-Amerika;;;;Személy;National Institutes of Health, Bethesda, MD, USA;;;
1968;Béke;for his struggle to ensure the rights of man as stipulated in the UN Declaration;526;René Cassin;René Cassin;René Cassin;férfi;;1887-10-05;Európa;;;;Személy;;;;
1968;Orvosi;for their interpretation of the genetic code and its function in protein synthesis;388;Robert W. Holley;Robert W. Holley;Robert W. Holley;férfi;;1922-01-28;Észak-Amerika;;;;Személy;Cornell University, Ithaca, NY, USA;;;
1968;Irodalmi;for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind;642;Yasunari Kawabata;Yasunari Kawabata;Yasunari Kawabata;férfi;;1899-06-11;Ázsia;;;;Személy;;;;
1969;Orvosi;for their discoveries concerning the replication mechanism and the genetic structure of viruses;392;Alfred D. Hershey;Alfred D. Hershey;Alfred D. Hershey;férfi;;1908-12-04;Észak-Amerika;;;;Személy;Carnegie Institution of Washington, Long Island, New York, NY, USA;;;
1969;Kémiai;for their contributions to the development of the concept of conformation and its application in chemistry;237;Derek Barton;Derek Barton;Derek H. R. Barton;férfi;;1918-09-08;Európa;;;;Személy;Imperial College, London, United Kingdom;;;
1969;Béke;for creating international legislation insuring certain norms for working conditions in every country;527;International Labour Organization;;;;;;;International Labour Organization;ILO;1919;Szervezet;;;;
