dal_azon;cim;hely_azon;hangszer1;hangszer2;hangszer3;hangszer4;hangszer5;hangszer6;hangszer7;hangszer8;mufaj1;mufaj2;mufaj3;mufaj4;tanc;felvetel_azon;youtube_id;kezdete;vege
579;kato-sto-gialo;5;Voice;Tsampouna;Percussion;;;;;;Traditional;Nisiotiko;Aegean;;1;579;q9e6UQh6d0c;2676;2812
580;kato-ston-agio-thodoro;63;Voice;;;;;;;;Traditional;Central-Greek;;;1;580;00SbCAkyXhQ;1424;1589
581;kato-ston-ai-giorgi;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;1;581;t60GoECE0p8;966;1115
582;kato-ston-ai-sidero;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;582;J-PqcxTXtp4;160;384
583;kato-stou-valtou-ta-choria;63;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Central-Greek;;;0;583;4yPS8r0qVTw;42;243
584;katsantonis;;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Sarakatsani;;;1;584;cYE9_TXCmHs;3911;4144
585;katse-na-pioume-ena-krasi;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;585;GgGRYZMKezE;4558;4773
586;katse-ston-kanape-mou-stelios-chrysinis-charalabos-vasileiadis;;Voice;Piano;Guitar;Bouzouki;Bass;Baglamas;Accordion;;Laiko;;;;0;586;L3fe3KGksU8;2149;2340
587;katsiforas;22;Voice;Violin;Percussion;Ney;Laouto;Bass;;;Traditional;Nisiotiko;Aegean;;0;587;V-8YVU5FnTo;1144;1395
588;katsivela;;Voice;Guitar;Bouzouki;Accordion;;;;;Rebetiko;;;;0;588;GQoE6eVqP38;2047;2265
589;kavontoritiko-2;74;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Euboean;;0;589;Zy8tjrTf4sg;970;1238
590;kavontoritikos;74;Tsampouna;Percussion;;;;;;;Traditional;Nisiotiko;Euboean;;1;590;ozHAP8gMIY8;5237;5488
591;kavontoritikos-2;74;Voice;Violin;Percussion;Laouto;;;;;Traditional;Nisiotiko;Euboean;;1;591;ozHAP8gMIY8;6115;6411
592;kavontoritikos-3;74;Violin;Percussion;Laouto;;;;;;Traditional;Nisiotiko;Euboean;;0;592;EoJoqvZukgw;5629;5934
593;kavousianes-kontylies;49;Voice;Percussion;Lyra;Laouto;Guitar;Bass;;;Traditional;Nisiotiko;Cretan;;0;593;lBs4PyiRsIY;557;856
594;kazaska;73;Percussion;Klarino;;;;;;;Traditional;Pontian;;;1;594;i6kJdvFwCoA;4704;4882
595;keino-t-asteri-to-labro-2;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;0;595;GIOAt5GHt3I;502;682
596;kelaidiste-oraia-mou-poulakia-eptanisiaki-kantada;70;Voice;Violin;Mandolin;Laouto;Guitar;;;;Traditional;Nisiotiko;Ionian;;0;596;Aws0Y3aLaIs;3463;3670
597;kerasia;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;1;597;t60GoECE0p8;2906;3039
598;kerna-mas-bolsevika;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;598;GgGRYZMKezE;6186;6521
599;kinik;11;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Macedonian;;;1;599;gMz1OBS9FlQ;1556;1702
600;kinik-2;11;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Macedonian;;;1;600;8gH9iexkXME;6073;6241
601;kinik-3;11;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Macedonian;;;1;601;UaYoyQPZEuo;6102;6241
602;kinik-4;11;Violin;Percussion;Laouto;;;;;;Traditional;Macedonian;;;0;602;guoEekslQ2M;5234;5449
603;kinteria;68;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Thessalic;;;1;603;GIOAt5GHt3I;3719;3863
604;klamata;71;Violin;Percussion;Oud;Guitar;Bass;;;;Traditional;Epirotic;;;0;604;g4hypPA6D9Y;4236;4534
605;klamata-2;39;Violin;Percussion;Laouto;;;;;;Traditional;Epirotic;;;0;605;qrOwc1mLFUk;5266;5490
606;kleftiko-athanasios-diakos;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;0;606;00SbCAkyXhQ;4373;4554
607;kleftogiorgis;20;Voice;Laouto;Floghera;;;;;;Traditional;Peloponnesian;;;0;607;GIOAt5GHt3I;3204;3455
608;kleisane-oi-strates-tou-moria;26;Voice;Floghera;;;;;;;Traditional;Peloponnesian;;;0;608;o4XzhbCL0QM;117;307
609;klossa-ta-poulia;24;Voice;Violin;Laouto;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;609;Uijl65qxrrg;3003;3212
610;klostro;64;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Macedonian;;;1;610;5z-ZGft2zCI;3431;3511
611;kofto-sygkathistos;12;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;Vlachic;;1;611;wFOvhBpFM1o;3576;3641
612;kolovos-karapataki;64;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;Vlachic;;1;612;gMz1OBS9FlQ;3743;3957
613;koniali;37;Tsumbus;Percussion;Klarino;Bass;;;;;Traditional;Mikrasiatiko;;;1;613;g4hypPA6D9Y;4577;4985
614;koniali-2;19;Voice;Percussion;Oud;Lyra;Laouto;Kanonaki;;;Traditional;Mikrasiatiko;Politiko;;0;614;4mMJSlECbh4;5818;6038
615;koniali-3;19;Voice;Violin;Santouri;Percussion;Oud;Kanonaki;;;Traditional;Mikrasiatiko;Politiko;;1;615;5fJXkyrSxo4;6223;6327
616;kontoula-leimonia-vasilis-batzis;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;616;G9DwnuVgsVs;4409;4479
617;kontoula-vlacha;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;617;8gH9iexkXME;6242;6380
618;kontozygono-se-chorio;74;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Nisiotiko;Euboean;;1;618;ozHAP8gMIY8;2237;2425
619;kontrabatzis-tha-gino;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;619;jpktBKou-_E;3967;4159
620;kontylies;49;Voice;Percussion;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;620;XpfvGga-5tU;5962;6201
621;kontylies-bouchloubou;72;Voice;Violin;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;621;e206O9UMfN0;2198;2414
622;kontylies-do;72;Violin;Mandolin;Guitar;;;;;;Traditional;Nisiotiko;Cretan;;0;622;e206O9UMfN0;43;200
623;kontylies-fa;72;Voice;Violin;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;623;e206O9UMfN0;551;794
624;kontylies-me-bouzouki;72;Voice;Percussion;Ney;Guitar;Bouzouki;;;;Traditional;Nisiotiko;Cretan;;0;624;XpfvGga-5tU;4361;4599
625;kontylies-me-mantolino;72;Voice;Mandolin;Guitar;;;;;;Traditional;Nisiotiko;Cretan;;0;625;e206O9UMfN0;1821;2109
626;kontylies-tis-kantadas;72;Voice;Violin;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;626;e206O9UMfN0;966;1182
627;kontylies-tou-kapsilidi;72;Voice;Violin;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;627;e206O9UMfN0;1559;1780
628;korakianitikos;4;Violin;Guitar;Accordion;;;;;;Traditional;Nisiotiko;Ionian;;1;628;t60GoECE0p8;4710;4834
629;korasion-etragoudise;64;Voice;;;;;;;;Traditional;Macedonian;;;0;629;gMz1OBS9FlQ;100;154
630;kori-eleni;64;Violin;Santouri;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;0;630;U6oWHEVNvfY;831;864
631;kori-parachaidemeni;;Voice;Guitar;Bouzouki;;;;;;Rebetiko;;;;0;631;vd8WTrc12Uo;5859;6049
632;kori-poulage-krasi;64;Voice;Percussion;Oud;Cello;;;;;Traditional;Macedonian;Polyphonic;;0;632;6ZDyC-wpRXM;1901;2006
633;koritsia-pou-eida-simera;63;Voice;;;;;;;;Traditional;Central-Greek;;;1;633;00SbCAkyXhQ;1911;2081
634;koritsia-ti-agnantevete;26;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;634;o4XzhbCL0QM;6160;6358
635;kortsopon;;Voice;Guitar;;;;;;;Traditional;Arrangement;;;0;635;2_xwDiunBrs;1834;2029
636;kosme-mou;;Voice;Guitar;;;;;;;Newer;;;;0;636;vd8WTrc12Uo;4017;4156
637;kosta-tasi;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;637;wFOvhBpFM1o;4165;4304
638;kotsari;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;638;6ZDyC-wpRXM;4441;4582
639;kotsari-2;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;639;i6kJdvFwCoA;5542;5723
640;kotsarikars;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;640;LL6pe_UtAe0;5424;5577
641;kou-kousitsa-i-plexouda;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;641;wFOvhBpFM1o;4525;4612
642;kounichton;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;642;LL6pe_UtAe0;1924;2084
643;kourabas;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;643;5z-ZGft2zCI;2200;2258
644;kous-es-skounti-ntardene;74;Voice;Violin;Percussion;Laouto;;;;;Traditional;Nisiotiko;Euboean;Arvanitic;1;644;ozHAP8gMIY8;5776;5890
645;krasopino;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;645;GgGRYZMKezE;3976;4141
646;kritikia-mou-lemonia;5;Voice;Violin;Santouri;Percussion;Laouto;;;;Traditional;Nisiotiko;Aegean;;1;646;_mUIVNdIJFU;3980;4112
647;kryfa-to-lene-ta-poulia;69;Voice;Tambouras;;;;;;;Traditional;Peloponnesian;;;0;647;cYE9_TXCmHs;3;288
648;kynigos-kai-kalogria;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;648;_mUIVNdIJFU;2120;2257
649;kyr-areti;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;649;00SbCAkyXhQ;1089;1323
650;kyra-anagnostaina;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;650;qrOwc1mLFUk;1084;1268
651;kyratzidiko;;Violin;Percussion;Laouto;Klarino;;;;;Traditional;;;;0;651;8gH9iexkXME;2143;2294
652;kyratzidiko-2;71;Voice;Violin;Laouto;Floghera;;;;;Traditional;Epirotic;;;0;652;UaYoyQPZEuo;970;1114
653;kyratzidiko-kostas-fillippou;68;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Thessalic;;;0;653;G9DwnuVgsVs;2590;2692
654;kyriaki-garyfallia-mou;69;Voice;Violin;Santouri;Percussion;Laouto;Floghera;;;Traditional;Peloponnesian;;;0;654;U6oWHEVNvfY;2206;2364
655;kyriarino-merme-moua;74;Voice;Violin;Percussion;Laouto;;;;;Traditional;Nisiotiko;Euboean;Arvanitic;1;655;ozHAP8gMIY8;5717;5776
656;la-rosa-enflorence;;Voice;Violin;Tuba;Percussion;Guitar;Flute;Bassoon;;Traditional;Arrangement;;;0;656;2_xwDiunBrs;3552;3792
657;la-strina;66;Voice;Percussion;Guitar;Bass;Accordion;;;;Traditional;Southern-Italian;;;0;657;fooYiNew79E;4080;4236
658;labada-mou-grammeni;38;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;658;UaYoyQPZEuo;2287;2474
659;labadoules;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;1;659;GIOAt5GHt3I;4415;4588
660;labadoules-kostas-fillipou;63;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Central-Greek;;;1;660;G9DwnuVgsVs;2838;2957
661;laboun-ta-chionia-sta-vouna;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;661;6bLFhgwoKsY;6124;6322
662;lagiarni;71;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Epirotic;;;0;662;TpK-XXFl51o;3152;3462
663;lagkadi;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;0;663;t60GoECE0p8;2011;2194
664;lagkadi-2;4;Voice;Mandolin;Guitar;Bass;Accordion;;;;Traditional;Nisiotiko;Ionian;;0;664;k_U5rTSHIMo;2108;2209
665;lala-to-aidoni-m;71;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Epirotic;;;1;665;GIOAt5GHt3I;4309;4415
666;lalei-o-koukos-to-vradio;7;Voice;Violin;Laouto;Floghera;;;;;Traditional;Epirotic;Polyphonic;;0;666;UaYoyQPZEuo;42;395
667;laloun-t-aidonia-eptanisiaki-kantada;70;Voice;Violin;Mandolin;Laouto;Guitar;;;;Traditional;Nisiotiko;Ionian;;0;667;Aws0Y3aLaIs;3209;3462
668;lamma-bada;75;Voice;Percussion;Oud;Ney;Kanonaki;Bass;;;Traditional;Arabic;;;0;668;k_U5rTSHIMo;2219;2385
669;lathos-me-ekrines;;Voice;Piano;Guitar;;;;;;Newer;;;;0;669;vd8WTrc12Uo;2606;2803
670;lathraia-fortomenoi;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;670;jpktBKou-_E;5265;5478
671;leli-m-giar;73;Voice;Violin;Percussion;Oud;;;;;Traditional;Pontian;;;1;671;i6kJdvFwCoA;2100;2236
672;lemona;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;672;i6kJdvFwCoA;864;1096
673;lerikos;34;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;673;CPLOoAZonTI;4872;5036
674;leskovikiariko-tasos-chalkias;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;674;G9DwnuVgsVs;854;969
675;letsi;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;675;LL6pe_UtAe0;3510;3658
676;letsina;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;676;6ZDyC-wpRXM;4281;4440
677;letsina-2;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;677;VmaUraZpvI8;3946;4053
678;letsina-3;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;678;i6kJdvFwCoA;6007;6113
679;letsina-kars;73;Tsampouna;Percussion;;;;;;;Traditional;Pontian;;;1;679;LL6pe_UtAe0;5590;5727
680;levantinikos-syrtos-zakynthou;23;Violin;Percussion;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Ionian;;1;680;fooYiNew79E;3876;3999
681;leventis-eisai-matia-mou-sygkathistos;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;Sarakatsani;;1;681;gMz1OBS9FlQ;3964;4345
682;lianochortaroudia;62;Voice;Percussion;Klarino;Guitar;Bass;Accordion;;;Traditional;Thracian;;;1;682;fooYiNew79E;5646;5788
683;liaskos;71;Percussion;Laouto;;;;;;;Traditional;Epirotic;;;0;683;tbbAWeVEHFQ;3647;3978
684;liaskos-v-besiris;39;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;0;684;G9DwnuVgsVs;5012;5154
685;liaskoviki;71;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;0;685;ifRo_Z05kuQ;2296;2490
686;liga-louloudia;;Voice;Violin;Piano;Bass;Accordion;;;;Urban-folk;Urban-light;;;0;686;Desg3iWdxGU;806;965
687;lingeri;32;Voice;Percussion;;;;;;;Traditional;Nisiotiko;Aegean;;0;687;CJ7m2WduEh8;107;185
688;liosane-ta-chionia;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;688;KzKkszPd-eM;3584;3841
689;lipothymiariko;29;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;689;niplI7Bv-30;5791;5934
690;livadia;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;690;dIqJ-N3_Tso;3074;3146
691;livadiotiko;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;691;dIqJ-N3_Tso;2842;3073
692;livaditopoula;74;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Nisiotiko;Euboean;;1;692;ozHAP8gMIY8;3358;3578
693;livanaetiko-kagkeli;63;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Central-Greek;;;1;693;00SbCAkyXhQ;6217;6489
694;livanateiko;63;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;;Traditional;Central-Greek;;;1;694;g4hypPA6D9Y;6053;6220
695;logia-antallaxame;;Voice;Piano;Guitar;Bass;Accordion;;;;Laiko;;;;0;695;zkoqg3VRVLA;4040;4294
696;longa-skarveli;;Voice;Percussion;Oud;Ney;Lyra;Kanonaki;Bass;;Rebetiko;Arrangement;;;0;696;Dd0IreIlLJE;917;1090
697;longka;;Tuba;Percussion;Guitar;Flute;Bassoon;;;;Traditional;Arrangement;;;0;697;k_U5rTSHIMo;5591;5662
698;loukas;64;Voice;;;;;;;;Traditional;Macedonian;;;0;698;gMz1OBS9FlQ;175;207
699;lousakianos-syrtos;35;Voice;Tambouras;Percussion;Ney;Guitar;;;;Traditional;Nisiotiko;Cretan;;0;699;XpfvGga-5tU;5165;5426
700;lygaria-naxou;22;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;700;jpktBKou-_E;812;830
701;m-agapas-garoufalia-mou;2;Voice;Violin;Santouri;Percussion;Oud;Laouto;Guitar;;Traditional;Nisiotiko;Aegean;;1;701;mp1pK6b1Oho;2843;2996
702;ma-ts-nts-fats-mor-moumanii-ti-mou-kaneis-mor-mana-m;12;Voice;;;;;;;;Traditional;Epirotic;Vlachic;;0;702;wFOvhBpFM1o;340;406
703;mabo-brazileiro;;Voice;Piano;Guitar;Bass;Accordion;;;;Newer;;;;0;703;zkoqg3VRVLA;1216;1363
704;magia;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Polyphonic;;1;704;UaYoyQPZEuo;3149;3323
705;magia-mou-cheis-kamomena;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;705;ifRo_Z05kuQ;2716;2795
706;magissa-otan-se-filo;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Rebetiko;;;;0;706;YEPmaDr_UMA;2383;2573
707;magkes-mou-symmorfotheite;;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Rebetiko;;;;0;707;0cj8BNcAhg4;5047;5286
708;makboule;;Voice;Piano;Guitar;Bass;Accordion;;;;Laiko;;;;0;708;tzCMruLs9bM;5000;5135
709;makria-esy;65;Voice;;;;;;;;Urban-folk;Mikrasiatiko;;;0;709;-YUXPO1BSRw;5815;5935
710;makryn-kaite;73;Voice;Lyra;Laouto;;;;;;Traditional;Pontian;;;0;710;VmaUraZpvI8;49;229
711;malamo;63;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Central-Greek;;;0;711;vJ4F64WkQA0;3664;3902
712;maleviziotis-2;49;Percussion;Ney;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;712;XpfvGga-5tU;6410;6562
713;mana-m-sto-perivoli-mas;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;0;713;qrOwc1mLFUk;3067;3250
714;mana-mou-ellas;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;0;714;cKXi8_5_Rd4;1098;1532
715;manes-chitzaz;5;Voice;Oud;Kanonaki;;;;;;Traditional;Nisiotiko;Aegean;;0;715;J-PqcxTXtp4;1799;2050
716;manes-fa-mantzore;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;0;716;TpK-XXFl51o;4834;5037
717;manes-kalinychtias;13;Voice;Violin;Percussion;Klarino;Kanonaki;;;;Traditional;Mikrasiatiko;;;0;717;vLTBEHw011s;3265;3510
718;manes-tis-kalinychtias;13;Voice;Mandolin;Guitar;Bass;Accordion;;;;Traditional;Mikrasiatiko;;;0;718;VrnG_gxNwH8;2288;2511
719;mantalenia;13;Voice;;;;;;;;Traditional;Mikrasiatiko;;;0;719;-YUXPO1BSRw;2951;3150
720;mantalio-kai-mantalena;13;Voice;Violin;Santouri;Percussion;Oud;Kanonaki;;;Traditional;Mikrasiatiko;;;1;720;5fJXkyrSxo4;4765;4980
721;mantilatos;62;Percussion;Lyra;;;;;;;Traditional;Thracian;;;0;721;4mMJSlECbh4;5346;5467
722;mantili-kalamatiano-2;69;Voice;Violin;Tambouras;Santouri;Oud;Laouto;Klarino;Guitar;Traditional;Peloponnesian;;;1;722;6ZDyC-wpRXM;6315;6508
723;mantiloudi;62;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Laouto;Klarino;Traditional;Thracian;Polyphonic;;0;723;6ZDyC-wpRXM;1489;1589
724;marathikan-ta-dentra-dimo;69;Voice;Violin;Santouri;Percussion;Laouto;Floghera;;;Traditional;Peloponnesian;;;0;724;cYE9_TXCmHs;2508;2740
725;marathike-i-kitrolemonia;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;Traditional;Central-Greek;;;1;725;g4hypPA6D9Y;5368;5496
726;marathokabitikos;24;Violin;Trumpet;Santouri;Laouto;Klarino;;;;Traditional;Nisiotiko;Aegean;;1;726;Uijl65qxrrg;728;921
727;margiola;17;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;727;ifRo_Z05kuQ;3942;4115
728;margioliko;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;0;728;GIOAt5GHt3I;1996;2192
729;margoudi-mantilatos;62;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Thracian;;;1;729;vLTBEHw011s;2225;2380
730;maria-edo-maria-ekei-tripatos-choros-baintouska-apo-sinapli;62;Voice;Tsampouna;Percussion;Accordion;;;;;Traditional;Thracian;;;1;730;vLTBEHw011s;5651;5811
731;mariola;17;Voice;;;;;;;;Traditional;Epirotic;Polyphonic;;0;731;KzKkszPd-eM;5310;5531
732;maritsa-vasilis-tsitsanis;;Voice;Piano;Guitar;Bouzouki;Bass;Baglamas;Accordion;;Rebetiko;;;;0;732;L3fe3KGksU8;43;252
733;marmarokolona-karpathos;50;Voice;Tsampouna;Santouri;Percussion;Laouto;;;;Traditional;Nisiotiko;Aegean;;0;733;U6oWHEVNvfY;3668;3801
734;marou;5;Tsampouna;Percussion;;;;;;;Traditional;Nisiotiko;Aegean;;1;734;_mUIVNdIJFU;4807;4989
735;marousa;46;Voice;Tsampouna;Percussion;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;735;5z-ZGft2zCI;4343;4589
736;marousiana;51;Voice;Violin;Percussion;Laouto;Klarino;Floghera;;;Traditional;Thessalic;;;1;736;FXS9jCtkFLk;4802;4935
737;mars-tis-nyfis-emvatirio-smyrnis;13;Santouri;Guitar;Bouzouki;Accordion;;;;;Traditional;Mikrasiatiko;;;0;737;YsKwj2MazAI;17;237
738;mas-chorisan-oi-thalasses;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;738;ysRZQuuew_A;2190;2361
739;mas-ftanei-mono;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;739;Desg3iWdxGU;5372;5593
740;matakia;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;740;8gH9iexkXME;4796;4996
741;mavrideroula;63;Voice;Violin;Santouri;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;1;741;5z-ZGft2zCI;798;948
742;mavro-geraki;64;Voice;Oud;Cello;;;;;;Traditional;Macedonian;Polyphonic;;0;742;6ZDyC-wpRXM;1749;1901
743;mazemenos-2;2;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;743;jpktBKou-_E;2304;2451
744;mazemenos-3;2;Voice;Violin;Santouri;Percussion;Ney;Lyra;Laouto;Kanonaki;Traditional;Nisiotiko;Aegean;;1;744;Aws0Y3aLaIs;971;1064
745;mazi-sou-xemyalistika;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;0;745;tzCMruLs9bM;5242;5463
746;me-gerase-i-xenitia;;Voice;Guitar;Bouzouki;Bass;Baglamas;Accordion;;;Rebetiko;;;;0;746;ysRZQuuew_A;1089;1281
747;me-maranan-oi-omorfes;71;Voice;Violin;Percussion;Laouto;;;;;Traditional;Epirotic;;;0;747;guoEekslQ2M;4930;5146
748;me-ti-varka-mou-ti-gyala;67;Voice;Violin;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;0;748;V-8YVU5FnTo;5679;5872
749;me-to-tragoudi-me-to-krasi;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;749;GgGRYZMKezE;5660;5851
750;me-zournades-me-ntaoulia;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;750;GgGRYZMKezE;3392;3613
751;melachrino-mou-prosopo-2;65;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Mikrasiatiko;;;1;751;kJl_glSyJMo;6346;6470
752;memetis;13;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;1;752;jpktBKou-_E;5589;5736
753;mena-i-mana-mou;68;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Thessalic;;;1;753;GIOAt5GHt3I;3640;3719
754;menexedes-kai-zouboulia;19;Violin;Santouri;Percussion;Oud;Laouto;Klarino;Kanonaki;Guitar;Traditional;Mikrasiatiko;Politiko;;0;754;J-PqcxTXtp4;6334;6570
755;menousis-fillipos-rountas;71;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;755;G9DwnuVgsVs;3559;3651
756;mes-eouti-ti-geitonia;22;Voice;Violin;Percussion;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;0;756;V-8YVU5FnTo;2362;2546
757;mes-sto-krasi-mou-xechno;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;757;GgGRYZMKezE;5402;5634
758;mes-ta-varia-mesanychta;;Voice;Violin;Santouri;Guitar;Cimbalom;Bass;Accordion;;Laiko;;;;0;758;e5WVqHyTui4;5300;5533
759;mes-ti-chasapiki-agora;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;0;759;tzCMruLs9bM;3561;3730
760;mes-ti-chasapiki-agora-chasapaki;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;760;IzjFkYASGbY;2279;2534
761;mes-tin-agia-paraskevi;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;761;00SbCAkyXhQ;4684;4889
762;mes-tou-aigaiou-ta-nera;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;762;q9e6UQh6d0c;1601;1883
